Timestamp,Longitude,Latitude,Speed,Operatorname,Operator,CGI,Node,CellID,LAC,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,LTERSSI,ARFCN,DL_bitrate,UL_bitrate,PSC,Altitude,Height,Accuracy,Location,State,DataConnection_Type,DataConnection_Info,Layer,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION_NAME,VERSION_CODE,DEVICE,BAND,BANDWIDTH,SecondCell_NODE,SecondCell_CELLID,SecondCell_RSRP,SecondCell_RSRQ,SecondCell_SNR,CSI_SNR,NetworkTypeNum,CA,SecondCell_PSC,SecondCell_ARFCN,SecondCell_BAND,Site_BEARING,BATTERY,CHARGING,FOREGROUND,AVGSPEED,Update_newF,Update_oldF,NTech1,NCellid1,NLAC1,NCell1,NARFCN1,NRxLev1,NQual1,NTech2,NCell2,NARFCN2,NRxLev2,NQual2,NTech3,NCell3,NARFCN3,NRxLev3,NQual3,NTech4,NCell4,NARFCN4,NRxLev4,NQual4,NTech5,NCell5,NARFCN5,NRxLev5,NQual5,NTech6,NCell6,NARFCN6,NRxLev6,NQual6,NTech7,NCell7,NARFCN7,NRxLev7,NQual7,NTech8,NCell8,NARFCN8,NRxLev8,NQual8,NTech9,NCell9,NARFCN9,NRxLev9,NQual9,NTech10,NCell10,NARFCN10,NRxLev10,NQual10,NTech11,NCell11,NARFCN11,NRxLev11,NQual11,NTech12,NCell12,NARFCN12,NRxLev12,NQual12,NTech13,NCell13,NARFCN13,NRxLev13,NQual13,NTech14,NCell14,NARFCN14,NRxLev14,NQual14,NTech15,NCell15,NARFCN15,NRxLev15,NQual15,NTech16,NCell16,NRxLev16,NQual16,NTech17,NCell17,NRxLev17,NQual17
2024.10.29_08.10.47,17.641835,59.180972,110,Telia,24001,240010000000014,101965,14,0,5G,5G NSA,-115,-15.0,0.0,,,634080,0,25827,36,57,57,5,G,D,M,20,1,-1,1000,100.101.226.137,28.0,,,35,E,18E4D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15,101965.0,14.0,-97.0,-14.0,-1.0,0.0,20,False,405.0,1471.0,L3,1000,100,True,True,0,0,0,4G,101965-14,108.0,405.0,1471.0,-97.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.16.10,17.773551,59.213905,113,Telia,24001,240010004000014,106138,14,40,4G,LTE,-90,-6.0,2.0,12.0,-67.0,1471,0,95155,138,45,45,3,G,D,M,13,1,-1,1000,100.101.226.137,2.0,,,18,E,19E9A,28,27171342,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,,,,,,0.0,13,False,,,,1000,100,True,False,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.22.22,17.901541,59.265468,89,Telia,24001,240010000000020,102346,20,0,5G,5G NSA,-84,-10.0,0.0,,,634080,0,91496,715,66,66,3,G,D,M,20,1,-1,1000,100.101.226.137,7.0,PERIODIC,,6,14,18FCA,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,102346.0,20.0,-91.0,-6.0,1.0,0.0,20,True,141.0,3150.0,L7,1000,100,True,False,0,0,3,4G,102346-20,40.0,141.0,3150.0,-91.0,-6.0,4G,225.0,6300.0,-87.0,-17.0,4G,,,-91.0,-10.0,4G,204.0,,-100.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.41.09,17.672857,59.202644,12,Telia,24001,240010000000011,105310,11,0,5G,5G NSA,-115,-20.0,0.0,,,154570,0,52675,1005,71,71,2,G,D,M,20,1,-1,1000,100.101.226.137,13.0,,,44,B,19B5E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/15/10/10/100,105310.0,11.0,-86.0,-8.0,1.0,0.0,20,True,492.0,1300.0,L3,1000,91,True,False,0,0,56,4G,105310-11,108.0,492.0,1300.0,-86.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.18.15,17.814781,59.236802,102,Telia,24001,240010000000024,104056,24,0,5G,5G NSA,-107,-11.0,0.0,,,634080,1,91622,427,51,51,3,G,D,M,20,1,-1,1000,100.101.226.137,13.0,,,21,18,19678,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,104056.0,24.0,-85.0,-7.0,2.0,0.0,20,True,451.0,1471.0,L3,1000,100,True,False,0,0,6,4G,104056-24,40.0,451.0,1471.0,-85.0,-7.0,4G,427.0,,-101.0,-10.0,4G,428.0,,-110.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.37.50,17.74156,59.211418,102,Telia,24001,240010000000014,111694,14,0,5G,5G NSA,-116,-12.0,0.0,,,154570,0,54329,38,52,52,3,G,D,M,13,1,-1,1000,100.101.226.137,31.0,,,3,E,1B44E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/20/20/10,111694.0,14.0,-96.0,-7.0,1.0,0.0,20,True,296.0,1471.0,L3,1000,90,True,False,0,0,3,4G,111694-14,40.0,296.0,1471.0,-96.0,-7.0,4G,367.0,1471.0,-103.0,-13.0,4G,367.0,1300.0,-104.0,-12.0,4G,38.0,154570.0,-102.0,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.22.12,17.898135,59.2643,81,Telia,24001,240010000000010,102671,10,0,5G,5G NSA,-97,-11.0,0.0,,,634080,0,71592,204,70,70,3,G,D,M,20,1,-1,1000,100.101.226.137,3.0,PERIODIC,,28,A,1910F,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,102671.0,10.0,-97.0,-10.0,14.0,0.0,20,True,252.0,3150.0,L7,1000,100,True,False,0,0,31,4G,102671-10,40.0,252.0,3150.0,-97.0,-10.0,4G,141.0,3150.0,-98.0,-10.0,4G,141.0,1471.0,-93.0,-12.0,4G,250.0,6300.0,-83.0,-12.0,4G,204.0,,-93.0,-10.0,4G,,,-95.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.40.16,17.678211,59.203994,51,Telia,24001,240010000000011,105310,11,0,5G,5G NSA,-115,-20.0,0.0,,,154570,0,41233,3,81,81,3,G,D,M,20,1,-1,1000,100.101.226.137,16.0,PERIODIC,,7,B,19B5E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/15/10/10/100,105310.0,11.0,-93.0,-9.0,5.0,0.0,20,True,492.0,1300.0,L3,1000,91,True,False,0,0,3,4G,105310-11,108.0,492.0,1300.0,-93.0,-9.0,4G,26.0,1300.0,-96.0,-13.0,4G,3.0,154570.0,-110.0,2147483647.0,4G,3.0,,-123.0,-13.0,4G,27.0,,-124.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.26.01,17.966577,59.289241,92,Telia,24001,240010004000031,100763,31,40,4G,LTE,-78,-5.0,2.0,14.0,-69.0,1300,0,48483,443,65,65,3,G,D,M,13,1,-1,1000,100.101.226.137,1.0,,,4,1F,1899B,28,25795359,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/20,,,,,,0.0,13,True,,,,1000,93,False,False,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.36.39,17.773982,59.214136,91,Telia,24001,240010004000011,106138,11,40,4G,LTE,-84,-6.0,2.0,14.0,-71.0,1300,0,78820,138,43,43,2,G,D,M,13,1,-1,1000,100.101.226.137,21.0,PERIODIC,,38,B,19E9A,28,27171339,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/15,,,,,,0.0,13,True,,,,1000,89,True,False,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.40.32,17.676034,59.203447,10,Telia,24001,240010000000011,105310,11,0,5G,5G NSA,-115,-20.0,0.0,,,154570,0,48121,1005,77,77,3,G,D,M,20,1,-1,1000,100.101.226.137,13.0,PERIODIC,,7,B,19B5E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/15/10/10/100,105310.0,11.0,-93.0,-8.0,5.0,0.0,20,True,492.0,1300.0,L3,1000,91,True,False,0,0,19,4G,105310-11,108.0,492.0,1300.0,-93.0,-8.0,4G,26.0,1300.0,-95.0,-10.0,4G,165.0,1471.0,-104.0,-15.0,4G,,154570.0,-104.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.28.29,17.914597,59.275531,90,Telia,24001,240010000000024,102338,24,0,5G,5G NSA,-109,-11.0,0.0,,,634080,0,55393,730,62,62,3,G,D,M,20,1,-1,1000,100.101.226.137,8.0,PERIODIC,,6,18,18FC2,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/100,102338.0,24.0,-95.0,-7.0,1.0,0.0,20,True,413.0,1471.0,L3,1000,92,False,False,0,0,130,4G,102338-24,40.0,413.0,1471.0,-95.0,-7.0,4G,207.0,1471.0,-102.0,-13.0,4G,218.0,6300.0,-92.0,-16.0,4G,,,-102.0,-11.0,4G,,,-113.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.52.42,17.603022,59.094444,117,Telia,24001,240010000000024,225677,24,0,5G,5G NSA,-104,-20.0,0.0,,,154570,0,43159,664,68,68,4,G,D,M,20,1,-1,1000,100.101.226.137,6.0,PERIODIC,,24,18,3718D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/10,225677.0,24.0,-91.0,-8.0,2.0,0.0,20,True,289.0,1471.0,L3,1000,95,True,False,0,0,0,4G,225677-24,108.0,289.0,1471.0,-91.0,-8.0,4G,,154570.0,-108.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.44.56,17.656405,59.192064,32,Telia,24001,240010010800011,101964,11,108,4G,LTE,-98,-9.0,0.0,10.0,-69.0,1300,0,23109,320,56,56,2,G,D,M,13,1,-1,1000,100.101.226.137,4.0,PERIODIC,,42,B,18E4C,6C,26102795,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/15/20,,,,,,0.0,13,True,,,,1000,92,True,False,0,0,281,4G,,,29.0,1300.0,-103.0,-14.0,4G,29.0,1471.0,-104.0,-13.0,4G,177.0,1300.0,-106.0,-17.0,4G,177.0,1471.0,-107.0,-16.0,4G,29.0,3150.0,-117.0,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.41.56,17.668882,59.201658,18,Telia,24001,240010000000011,105310,11,0,5G,5G NSA,-115,-20.0,0.0,,,154570,0,47917,1005,59,59,2,G,D,M,20,1,-1,1000,100.101.226.137,8.0,,,90,B,19B5E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/15/10/10/100,105310.0,11.0,-79.0,-6.0,2.0,0.0,20,True,492.0,1300.0,L3,1000,92,True,False,0,0,102,4G,105310-11,108.0,492.0,1300.0,-79.0,-6.0,4G,249.0,6300.0,-78.0,-8.0,4G,,154570.0,-119.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.06.11,17.611367,59.113159,113,Telia,24001,240010000000014,225677,14,0,5G,5G NSA,-98,-20.0,0.0,,,154570,0,30132,663,62,62,4,G,D,M,20,1,-1,1000,100.101.226.137,7.0,,,37,E,3718D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/10,225677.0,14.0,-103.0,-8.0,1.0,0.0,20,True,369.0,1471.0,L3,1000,98,True,False,0,0,13,4G,225677-14,108.0,369.0,1471.0,-103.0,-8.0,4G,,154570.0,-116.0,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.22.52,17.911797,59.270256,92,Telia,24001,240010004000020,102355,20,40,5G,5G NSA,-96,-11.0,16.0,13.0,,3150,0,41687,321,55,55,3,G,D,M,20,1,-1,1000,100.101.226.137,10.0,PERIODIC,,20,14,18FD3,28,26202900,32.0,610,Google:Pixel 7:AP2A.240905.003,L7,20/100,102355.0,20.0,-94.0,-5.0,2.0,0.0,13,True,321.0,3150.0,L7,1000,100,True,False,0,0,22,4G,102355-20,40.0,321.0,3150.0,-94.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.03.47,17.592837,59.074259,115,Telia,24001,240010000000024,225677,24,0,5G,5G NSA,-111,-20.0,0.0,,,154570,0,25170,664,49,49,3,G,D,M,20,1,-1,1000,100.101.226.137,42.0,PERIODIC,,33,18,3718D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15,225677.0,24.0,-99.0,-7.0,1.0,0.0,20,False,289.0,1471.0,L3,1000,98,True,False,0,0,8,4G,225677-24,108.0,289.0,1471.0,-99.0,-7.0,4G,226.0,6300.0,-97.0,-15.0,4G,,154570.0,-113.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.01.48,17.56534,59.044657,117,Telia,24001,240010000000031,102704,31,0,5G,5G NSA,-104,-20.0,0.0,,,154570,0,79975,602,60,60,4,G,D,M,20,1,-1,1000,100.101.226.137,4.0,,,32,1F,19130,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/10,102704.0,31.0,-94.0,-9.0,14.0,0.0,20,True,279.0,1300.0,L3,1000,97,True,False,0,0,12,4G,102704-31,108.0,279.0,1300.0,-94.0,-9.0,4G,313.0,1300.0,-97.0,2147483647.0,4G,182.0,1300.0,-97.0,-19.0,4G,231.0,1300.0,-98.0,-20.0,4G,25.0,6300.0,-98.0,-12.0,4G,,154570.0,-98.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.47.37,17.649562,59.165962,93,Telia,24001,240010000000021,102709,21,0,5G,5G NSA,-115,-20.0,0.0,,,634080,492,48508,746,32,32,4,G,D,M,20,1,-1,1000,100.101.226.137,3.0,,,15,15,19135,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/100,102709.0,21.0,-97.0,-10.0,-1.0,0.0,20,True,187.0,1300.0,L3,1000,93,True,False,0,0,138,4G,102709-21,108.0,187.0,1300.0,-97.0,-10.0,4G,97.0,1300.0,-97.0,-12.0,4G,368.0,1300.0,-104.0,-20.0,4G,97.0,1471.0,-96.0,-12.0,4G,176.0,6300.0,-89.0,-16.0,4G,,,-104.0,-11.0,4G,37.0,,-115.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.10.36,17.642769,59.17793,113,Telia,24001,240010000000034,102709,34,0,5G,5G NSA,-107,-11.0,0.0,,,634080,0,65691,36,52,52,4,G,D,M,20,1,-1,1000,100.101.226.137,2.0,,,24,22,19135,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,15/20/10/100,102709.0,34.0,-85.0,-12.0,-1.0,0.0,20,True,209.0,1471.0,L3,1000,100,True,True,0,0,46,4G,102709-34,108.0,209.0,1471.0,-85.0,-12.0,4G,97.0,1300.0,-85.0,-15.0,4G,418.0,1300.0,-86.0,-14.0,4G,29.0,6300.0,-85.0,-12.0,4G,36.0,,-99.0,-11.0,4G,,,-104.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.24.46,17.942319,59.2861,71,Telia,24001,240010000000020,102343,20,0,5G,5G NSA,-91,-10.0,0.0,,,634080,0,61896,764,55,55,3,G,D,M,20,1,-1,1000,100.101.226.137,4.0,PERIODIC,,14,14,18FC7,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,102343.0,20.0,-89.0,-8.0,1.0,0.0,20,True,427.0,3150.0,L7,1000,100,True,False,0,0,85,4G,102343-20,40.0,427.0,3150.0,-89.0,-8.0,4G,455.0,3150.0,-96.0,-13.0,4G,164.0,3150.0,-97.0,-14.0,4G,,,-102.0,-11.0,4G,,,-107.0,-12.0,4G,,,-113.0,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.24.50,17.943596,59.286398,71,Telia,24001,240010000000020,102343,20,0,5G,5G NSA,-91,-10.0,0.0,,,634080,0,36702,764,55,55,3,G,D,M,20,1,-1,1000,100.101.226.137,4.0,PERIODIC,,17,14,18FC7,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,102343.0,20.0,-93.0,-7.0,22.0,0.0,20,True,427.0,3150.0,L7,1000,100,True,False,0,0,88,4G,102343-20,40.0,427.0,3150.0,-93.0,-7.0,4G,164.0,3150.0,-97.0,-11.0,4G,337.0,3150.0,-100.0,-13.0,4G,455.0,3150.0,-102.0,-16.0,4G,,,-106.0,-13.0,4G,,,-107.0,-11.0,4G,,,-109.0,-15.0,4G,,,-116.0,-15.0,4G,,,-117.0,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.28.13,17.918201,59.278488,85,Telia,24001,240010004000024,102339,24,40,5G,5G NSA,-109,-11.0,14.0,13.0,,1471,0,57716,207,64,64,3,G,D,M,13,1,-1,1000,100.101.226.137,3.0,PERIODIC,,26,18,18FC3,28,26198808,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,102339.0,24.0,-83.0,-6.0,2.0,0.0,13,False,207.0,1471.0,L3,1000,92,False,False,0,0,114,4G,102339-24,40.0,207.0,1471.0,-83.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.15.44,17.760145,59.212477,102,Telia,24001,240010004000024,106138,24,40,4G,LTE,-86,-7.0,2.0,13.0,-65.0,1471,0,19597,367,67,67,6,G,D,M,13,1,-1,1000,100.101.226.137,14.0,,,30,18,19E9A,28,27171352,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,,,,,,0.0,13,False,,,,1000,100,True,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.45.32,17.649623,59.189556,53,Telia,24001,240010010800011,103909,11,108,4G,LTE,-93,-10.0,0.0,6.0,-65.0,1300,0,37371,29,50,50,1,G,D,M,20,1,-1,1000,100.101.226.137,7.0,,,2,B,195E5,6C,26600715,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/20/15/10/10/100,,,,,,0.0,13,True,,,,1000,93,True,False,0,0,13,4G,,,177.0,1300.0,-95.0,-12.0,4G,320.0,1300.0,-102.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.03.45,17.5927,59.073978,115,Telia,24001,240010000000024,225677,24,0,5G,5G NSA,-111,-20.0,0.0,,,154570,0,27753,664,50,50,3,G,D,M,20,1,-1,1000,100.101.226.137,42.0,,,31,18,3718D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15,225677.0,24.0,-100.0,-9.0,5.0,0.0,20,False,289.0,1471.0,L3,1000,98,True,False,0,0,6,4G,225677-24,108.0,289.0,1471.0,-100.0,-9.0,4G,322.0,1300.0,-111.0,-14.0,4G,226.0,6300.0,-99.0,-15.0,4G,,154570.0,-111.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.08.38,17.65003,59.146694,111,Telia,24001,240010010800021,225681,21,108,4G,LTE,-110,-13.0,0.0,8.0,-77.0,1300,0,8042,78,44,44,5,G,D,M,20,1,-1,1000,100.101.226.137,,,,1,15,37191,6C,57774357,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/20/15/10/10,,,,,,0.0,13,True,,,,1000,99,True,True,0,0,1,4G,,,368.0,1300.0,-116.0,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.20.05,17.854874,59.251554,98,Telia,24001,240010000000021,102397,21,0,5G,5G NSA,-105,-11.0,0.0,,,634080,0,152474,409,44,44,3,G,D,M,20,1,-1,1000,100.101.226.137,7.0,PERIODIC,,7,15,18FFD,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,102397.0,21.0,-82.0,-7.0,1.0,0.0,20,True,289.0,1300.0,L3,1000,100,True,False,0,0,65,4G,102397-21,40.0,289.0,1300.0,-82.0,-7.0,4G,409.0,,-92.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.38.03,17.73571,59.210938,103,Telia,24001,240010004000024,106138,24,40,4G,LTE,-103,-5.0,1.0,11.0,-77.0,1471,0,26167,367,54,54,3,G,D,M,13,1,-1,1000,100.101.226.137,17.0,PERIODIC,,12,18,19E9A,28,27171352,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,,,,,,0.0,13,False,,,,1000,90,True,False,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.46.39,17.641467,59.179763,94,Telia,24001,240010000000021,103909,21,0,5G,5G NSA,-115,-20.0,0.0,,,634080,0,50296,24,51,51,3,G,D,M,20,1,-1,1000,100.101.226.137,10.0,,,28,15,195E5,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20,103909.0,21.0,-88.0,-10.0,-1.0,0.0,20,False,67.0,1300.0,L3,1000,93,True,False,0,0,81,4G,103909-21,108.0,67.0,1300.0,-88.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_08.20.11,17.8572,59.25242,96,Telia,24001,240010000000021,102397,21,0,5G,5G NSA,-105,-11.0,0.0,,,634080,0,136207,409,44,44,3,G,D,M,20,1,-1,1000,100.101.226.137,7.0,,,12,15,18FFD,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N78,20/20/15/10/100,102397.0,21.0,-82.0,-7.0,1.0,0.0,20,True,289.0,1300.0,L3,1000,100,True,False,0,0,70,4G,102397-21,40.0,289.0,1300.0,-82.0,-7.0,4G,243.0,1471.0,-96.0,-13.0,4G,409.0,,-95.0,-10.0,4G,429.0,,-102.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.37.57,17.738652,59.211126,100,Telia,24001,240010004000024,106138,24,40,4G,LTE,-96,-6.0,2.0,14.0,-69.0,1471,0,26847,367,55,55,3,G,D,M,13,1,-1,1000,100.101.226.137,17.0,PERIODIC,,6,18,19E9A,28,27171352,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,15,,,,,,0.0,13,False,,,,1000,90,True,False,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.42.03,17.668092,59.201458,36,Telia,24001,240010000000011,105310,11,0,5G,5G NSA,-115,-20.0,0.0,,,154570,0,46818,614,59,59,2,G,D,M,20,1,-1,1000,100.101.226.137,7.0,PERIODIC,,4,B,19B5E,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,20/15/10/10/100,105310.0,11.0,-84.0,-7.0,2.0,0.0,20,True,492.0,1300.0,L3,1000,92,True,False,0,0,109,4G,105310-11,108.0,492.0,1300.0,-84.0,-7.0,4G,249.0,6300.0,-83.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.51.57,17.609597,59.106379,111,Telia,24001,240010000000014,225677,14,0,5G,5G NSA,-100,-20.0,0.0,,,154570,0,70335,663,58,58,4,G,D,M,20,1,-1,1000,100.101.226.137,23.0,PERIODIC,,37,E,3718D,0,0,32.0,610,Google:Pixel 7:AP2A.240905.003,N28,15/20/10/5,225677.0,14.0,-88.0,-11.0,2.0,0.0,20,True,369.0,1471.0,L3,1000,95,True,False,0,0,8,4G,225677-14,108.0,369.0,1471.0,-88.0,-11.0,4G,289.0,1471.0,-96.0,2147483647.0,4G,,154570.0,-86.0,2147483647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024.10.29_07.44.42,17.657354,59.192713,25,Telia,24001,240010010800011,101964,11,108,4G,LTE,-99,-12.0,0.0,11.0,-69.0,1300,0,25374,320,56,56,2,G,D,M,13,1,-1,1000,100.101.226.137,4.0,PERIODIC,,28,B,18E4C,6C,26102795,32.0,610,Google:Pixel 7:AP2A.240905.003,L3,20/15/20,,,,,,0.0,13,True,,,,1000,92,True,False,0,0,267,4G,,,29.0,1471.0,-103.0,-13.0,4G,29.0,1300.0,-104.0,-17.0,4G,29.0,3150.0,-117.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
